#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0001489	Whole body	126	13099	0.15	4.57e-12	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000222388,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000320084,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360184,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000382814,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,ABCF2,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,DOCK7,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,PGM2L1,ATP5PD,COPS6,ALCAM,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,CD276,SRRM1,CUL1,HGS,LRRFIP2,GSDME,OSTF1,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,TM9SF3,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,EFHD2,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,FAM234A,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
TISSUES	BTO:0000282	Head	88	6642	0.29	1.05e-11	9606.ENSP00000078429,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000225665,9606.ENSP00000245932,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000297268,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000358272,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000382814,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000460871,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	GNA11,SPG21,TECR,PLOD3,SLC25A11,VASP,DOCK7,NDUFA10,EIF3G,FUS,MICAL2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,ARHGAP17,NCSTN,ARFIP1,COL1A2,PGM2L1,ATP5PD,ALCAM,RPL13,GPD2,RPL38,ARFGAP1,GYS1,TMEM11,CUL1,HGS,GSDME,RPL27A,P3H4,PDLIM7,STOML2,STIP1,CES1,UBE2Z,GPX7,SCCPDH,DYNLT1,IFI16,S100A6,NDUFAF4,ENG,NFS1,MAPRE1,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,FAM234A,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SUCLG2,FAU,EIF3M,BCAT1,ALDH6A1,RSL1D1,P3H3,EHD1,RPL11,FHL1,SDF4
TISSUES	BTO:0001484	Nervous system	83	6016	0.31	1.41e-11	9606.ENSP00000215567,9606.ENSP00000223127,9606.ENSP00000225665,9606.ENSP00000245932,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000339587,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000358272,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000364721,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000382814,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000460871,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	TECR,PLOD3,SLC25A11,VASP,DOCK7,NDUFA10,EIF3G,FUS,MICAL2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,ARHGAP17,NCSTN,ARFIP1,PGM2L1,ATP5PD,ALCAM,RPL13,GPD2,RPL38,ARFGAP1,GYS1,TMEM11,CUL1,HGS,GSDME,RPL27A,P3H4,PDLIM7,STOML2,STIP1,UBE2Z,GPX7,SCCPDH,DYNLT1,IFI16,S100A6,NDUFAF4,ENG,NFS1,MAPRE1,LMO7,RRBP1,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,FAM234A,AP1M1,RPL23A,PPP1R12A,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,MPST,SUCLG2,FAU,EIF3M,BCAT1,ALDH6A1,RSL1D1,P3H3,EHD1,RPL11,FHL1,SDF4
TISSUES	BTO:0000570	Hematopoietic system	54	2755	0.46	1.43e-11	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000254108,9606.ENSP00000261427,9606.ENSP00000296585,9606.ENSP00000301587,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000319096,9606.ENSP00000326261,9606.ENSP00000338727,9606.ENSP00000340836,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000348099,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354677,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000362299,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000381461,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000419088,9606.ENSP00000436049,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684	GNA11,TNS1,TECR,DAZAP1,ZC3HAV1,VASP,UROD,FUS,UBE2K,ITGA2,ATP5PD,RPL13,GPD2,RPL38,ARFGAP1,RAP2B,SRRM1,LRRFIP2,OSTF1,SNRPD2,RPL27A,PDLIM7,CES1,DPP4,GPX7,IFI16,S100A6,ENG,SLC39A7,MAPRE1,RPS6,TMSB4X,CD99,DIAPH1,RPL13A,DBN1,PPME1,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,EWSR1,RHOA,FAM162A,EIF3M,ALDH6A1,CNN2,RSL1D1,RPL36,EHD1,RPL11,FHL1
TISSUES	BTO:0000000	Tissues, cell types and enzyme sources	132	15199	0.11	1.13e-10	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000222388,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000288235,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000320084,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360184,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000382814,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000471455,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,ABCF2,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,DOCK7,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,MYO1E,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,PGM2L1,ATP5PD,COPS6,ALCAM,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,CD276,SRRM1,CUL1,HGS,LRRFIP2,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,TM9SF3,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,EFHD2,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,FAM234A,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,CCDC124,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
TISSUES	BTO:0000131	Blood plasma	21	424	0.86	3.56e-10	9606.ENSP00000171887,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000261427,9606.ENSP00000296585,9606.ENSP00000308610,9606.ENSP00000319096,9606.ENSP00000340836,9606.ENSP00000348099,9606.ENSP00000357709,9606.ENSP00000363809,9606.ENSP00000373706,9606.ENSP00000377195,9606.ENSP00000381461,9606.ENSP00000388996,9606.ENSP00000389168,9606.ENSP00000393316,9606.ENSP00000400175,9606.ENSP00000456436,9606.ENSP00000479153,9606.ENSP00000498684	TNS1,ZC3HAV1,VASP,UBE2K,ITGA2,GPD2,RAP2B,OSTF1,PDLIM7,S100A6,SLC39A7,DIAPH1,DBN1,PPME1,AP1M1,PPP1R12A,TMX1,RHOA,CNN2,EHD1,FHL1
TISSUES	BTO:0000042	Animal	131	15148	0.1	8.92e-10	9606.ENSP00000078429,9606.ENSP00000171887,9606.ENSP00000204566,9606.ENSP00000215567,9606.ENSP00000222388,9606.ENSP00000223127,9606.ENSP00000223641,9606.ENSP00000225665,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000246337,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000252804,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000256196,9606.ENSP00000260102,9606.ENSP00000260128,9606.ENSP00000261427,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000269143,9606.ENSP00000270176,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000296557,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000298198,9606.ENSP00000301587,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000317904,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000320084,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000341117,9606.ENSP00000342374,9606.ENSP00000343635,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000350949,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000356584,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000358307,9606.ENSP00000359504,9606.ENSP00000360184,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000363809,9606.ENSP00000364721,9606.ENSP00000365147,9606.ENSP00000366757,9606.ENSP00000367038,9606.ENSP00000369071,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000370839,9606.ENSP00000371362,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000382814,9606.ENSP00000384126,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000415151,9606.ENSP00000417354,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000471455,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058,9606.ENSP00000499387	GNA11,TNS1,SPG21,TECR,ABCF2,PLOD3,SEC61B,SLC25A11,DAZAP1,ZC3HAV1,VASP,UROD,DOCK7,NDUFA10,PXDN,EIF3G,FUS,MICAL2,RRAS2,MRPL15,SULF1,UBE2K,KPNA3,MGLL,AFG3L2,SCYL1,AKR1B1,ARHGAP17,ITGA5,NCSTN,ARFIP1,ITGA2,COL1A2,HSD3B7,PGM2L1,ATP5PD,COPS6,ALCAM,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,GYS1,RAP2B,TMEM11,CD276,SRRM1,CUL1,HGS,LRRFIP2,GSDME,OSTF1,SDSL,SNRPD2,MEAK7,RPL27A,P3H4,PDLIM7,STOML2,GMPPA,STIP1,CES1,DPP4,UBE2Z,GPX7,MT-CO2,SCCPDH,DYNLT1,TOR1AIP2,IFI16,S100A6,ACADSB,NDUFAF4,NHLRC2,GBP1,TM9SF3,COL5A1,ENG,NFS1,SLC39A7,MAPRE1,EFHD2,LMO7,RRBP1,POSTN,RBBP7,RPS6,TMSB4X,CD99,SGCB,NADK2,SRXN1,DIAPH1,RPL13A,DBN1,SUCLG1,CNP,PPME1,FAM234A,LRRC32,AP1M1,RPL23A,PPP1R12A,NECAP2,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,SLC9A3R2,MPST,CBFB,GOLIM4,FAM162A,SUCLG2,EIF3H,FAU,EIF3M,BCAT1,ALDH6A1,CNN2,RSL1D1,RPL36,CCDC124,P3H3,EHD1,RPL11,FHL1,DIABLO,SDF4
TISSUES	BTO:0000058	Alimentary canal	41	2021	0.47	1.32e-08	9606.ENSP00000222388,9606.ENSP00000223127,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000285930,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000313854,9606.ENSP00000338727,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000357709,9606.ENSP00000357873,9606.ENSP00000358307,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000382814,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000417354,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000460871,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058	ABCF2,PLOD3,FUS,MICAL2,AKR1B1,NCSTN,COL1A2,HSD3B7,RPL13,GPD2,CLPTM1L,LRRFIP2,RPL27A,STIP1,CES1,DPP4,GPX7,MT-CO2,S100A6,ACADSB,NHLRC2,RPS6,TMSB4X,CD99,RPL13A,FAM234A,RPL23A,PPP1R12A,ATP2B1,TMX1,MXRA8,EWSR1,RHOA,MPST,GOLIM4,EIF3H,FAU,RSL1D1,RPL11,FHL1,DIABLO
TISSUES	BTO:0003099	Internal female genital organ	48	2804	0.4	5.70e-08	9606.ENSP00000215567,9606.ENSP00000225665,9606.ENSP00000242351,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000253108,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000261427,9606.ENSP00000265052,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000301587,9606.ENSP00000305988,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000317904,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000354876,9606.ENSP00000357113,9606.ENSP00000357709,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000367038,9606.ENSP00000369757,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000388996,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000456436,9606.ENSP00000460871,9606.ENSP00000478600,9606.ENSP00000479153,9606.ENSP00000499058	TECR,SLC25A11,ZC3HAV1,DOCK7,NDUFA10,EIF3G,FUS,MICAL2,UBE2K,MGLL,AKR1B1,ARHGAP17,ITGA5,NCSTN,COL1A2,ATP5PD,ALCAM,RPL38,CLPTM1L,GYS1,CUL1,HGS,PDLIM7,DPP4,MT-CO2,IFI16,S100A6,GBP1,COL5A1,ENG,RRBP1,RPS6,CD99,RPL13A,AP1M1,NECAP2,EWSR1,RHOA,SLC9A3R2,SUCLG2,FAU,EIF3M,BCAT1,CNN2,RSL1D1,P3H3,EHD1,DIABLO
TISSUES	BTO:0001129	Prostate gland	19	476	0.77	1.14e-07	9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000256194,9606.ENSP00000260128,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000319992,9606.ENSP00000346015,9606.ENSP00000353731,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000400175,9606.ENSP00000419088,9606.ENSP00000431822,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	TECR,DAZAP1,MICAL2,SULF1,RPL13,RPL38,TMEM11,RPL27A,DPP4,RPS6,TMSB4X,RPL13A,RPL23A,RHOA,FAM162A,FAU,RPL11,FHL1,SDF4
